lambda      alk
2.68126e+01 2.34649e-01
2.68454e+01 2.33992e-01
2.68781e+01 2.33337e-01
2.69110e+01 2.32684e-01
2.69438e+01 2.32033e-01
2.69768e+01 2.31383e-01
2.70097e+01 2.30736e-01
2.70427e+01 2.30090e-01
2.70757e+01 2.29447e-01
2.71088e+01 2.28805e-01
2.71419e+01 2.28165e-01
2.71751e+01 2.27527e-01
2.72083e+01 2.26890e-01
2.72415e+01 2.26256e-01
2.72748e+01 2.25623e-01
2.73081e+01 2.24993e-01
2.73414e+01 2.24364e-01
2.73748e+01 2.23737e-01
2.74083e+01 2.23111e-01
2.74418e+01 2.22488e-01
2.74753e+01 2.21866e-01
2.75088e+01 2.21246e-01
2.75424e+01 2.20628e-01
2.75761e+01 2.20012e-01
2.76098e+01 2.19398e-01
2.76435e+01 2.18785e-01
2.76773e+01 2.18174e-01
2.77111e+01 2.17565e-01
2.77449e+01 2.16957e-01
2.77788e+01 2.16352e-01
2.78127e+01 2.15748e-01
2.78467e+01 2.15146e-01
2.78807e+01 2.14545e-01
2.79148e+01 2.13947e-01
2.79489e+01 2.13350e-01
2.79830e+01 2.12755e-01
2.80172e+01 2.12161e-01
2.80514e+01 2.11570e-01
2.80857e+01 2.10980e-01
2.81200e+01 2.10391e-01
2.81543e+01 2.09805e-01
2.81887e+01 2.09220e-01
2.82231e+01 2.08637e-01
2.82576e+01 2.08055e-01
2.82921e+01 2.07475e-01
2.83267e+01 2.06897e-01
2.83613e+01 2.06321e-01
2.83959e+01 2.05746e-01
2.84306e+01 2.05173e-01
2.84654e+01 2.04601e-01
2.85001e+01 2.04031e-01
2.85349e+01 2.03463e-01
2.85698e+01 2.02896e-01
2.86047e+01 2.02332e-01
2.86396e+01 2.01768e-01
2.86746e+01 2.01207e-01
2.87096e+01 2.00647e-01
2.87447e+01 2.00088e-01
2.87798e+01 1.99531e-01
2.88150e+01 1.98976e-01
2.88502e+01 1.98423e-01
2.88854e+01 1.97871e-01
2.89207e+01 1.97320e-01
2.89560e+01 1.96771e-01
2.89914e+01 1.96224e-01
2.90268e+01 1.95678e-01
2.90622e+01 1.95134e-01
2.90977e+01 1.94592e-01
2.91333e+01 1.94051e-01
2.91689e+01 1.93512e-01
2.92045e+01 1.92974e-01
2.92402e+01 1.92438e-01
2.92759e+01 1.91903e-01
2.93117e+01 1.91370e-01
2.93475e+01 1.90838e-01
2.93833e+01 1.90308e-01
2.94192e+01 1.89779e-01
2.94551e+01 1.89252e-01
2.94911e+01 1.88727e-01
2.95271e+01 1.88203e-01
2.95632e+01 1.87680e-01
2.95993e+01 1.87159e-01
2.96355e+01 1.86640e-01
2.96717e+01 1.86122e-01
2.97079e+01 1.85605e-01
2.97442e+01 1.85090e-01
2.97805e+01 1.84577e-01
2.98169e+01 1.84065e-01
2.98533e+01 1.83554e-01
2.98898e+01 1.83045e-01
2.99263e+01 1.82537e-01
2.99629e+01 1.82031e-01
2.99994e+01 1.81526e-01
3.00361e+01 1.81023e-01
3.00728e+01 1.80521e-01
3.01095e+01 1.80021e-01
3.01463e+01 1.79522e-01
3.01831e+01 1.79025e-01
3.02200e+01 1.78529e-01
3.02569e+01 1.78034e-01
3.02939e+01 1.77541e-01
3.03309e+01 1.77049e-01
3.03679e+01 1.76558e-01
3.04050e+01 1.76070e-01
3.04421e+01 1.75582e-01
3.04793e+01 1.75096e-01
3.05166e+01 1.74611e-01
3.05538e+01 1.74128e-01
3.05911e+01 1.73646e-01
3.06285e+01 1.73165e-01
3.06659e+01 1.72686e-01
3.07034e+01 1.72208e-01
3.07409e+01 1.71732e-01
3.07784e+01 1.71257e-01
3.08160e+01 1.70783e-01
3.08537e+01 1.70310e-01
3.08914e+01 1.69839e-01
3.09291e+01 1.69370e-01
3.09669e+01 1.68901e-01
3.10047e+01 1.68435e-01
3.10426e+01 1.67969e-01
3.10805e+01 1.67505e-01
3.11185e+01 1.67042e-01
3.11565e+01 1.66580e-01
3.11945e+01 1.66120e-01
3.12326e+01 1.65661e-01
3.12708e+01 1.65203e-01
3.13090e+01 1.64747e-01
3.13472e+01 1.64292e-01
3.13855e+01 1.63838e-01
3.14238e+01 1.63386e-01
3.14622e+01 1.62935e-01
3.15007e+01 1.62485e-01
3.15391e+01 1.62036e-01
3.15777e+01 1.61589e-01
3.16162e+01 1.61143e-01
3.16548e+01 1.60698e-01
3.16935e+01 1.60255e-01
3.17322e+01 1.59813e-01
3.17710e+01 1.59372e-01
3.18098e+01 1.58932e-01
3.18486e+01 1.58494e-01
3.18875e+01 1.58057e-01
3.19265e+01 1.57621e-01
3.19655e+01 1.57186e-01
3.20045e+01 1.56753e-01
3.20436e+01 1.56321e-01
3.20828e+01 1.55890e-01
3.21220e+01 1.55460e-01
3.21612e+01 1.55032e-01
3.22005e+01 1.54605e-01
3.22398e+01 1.54179e-01
3.22792e+01 1.53754e-01
3.23186e+01 1.53330e-01
3.23581e+01 1.52908e-01
3.23976e+01 1.52487e-01
3.24372e+01 1.52067e-01
3.24768e+01 1.51648e-01
3.25165e+01 1.51231e-01
3.25562e+01 1.50815e-01
3.25960e+01 1.50400e-01
3.26358e+01 1.49986e-01
3.26756e+01 1.49573e-01
3.27156e+01 1.49161e-01
3.27555e+01 1.48751e-01
3.27955e+01 1.48342e-01
3.28356e+01 1.47934e-01
3.28757e+01 1.47527e-01
3.29159e+01 1.47121e-01
3.29561e+01 1.46716e-01
3.29963e+01 1.46313e-01
3.30366e+01 1.45911e-01
3.30770e+01 1.45510e-01
3.31174e+01 1.45110e-01
3.31578e+01 1.44711e-01
3.31983e+01 1.44313e-01
3.32389e+01 1.43917e-01
3.32795e+01 1.43521e-01
3.33201e+01 1.43127e-01
3.33608e+01 1.42734e-01
3.34016e+01 1.42342e-01
3.34424e+01 1.41951e-01
3.34832e+01 1.41561e-01
3.35241e+01 1.41173e-01
3.35651e+01 1.40785e-01
3.36061e+01 1.40399e-01
3.36471e+01 1.40013e-01
3.36882e+01 1.39629e-01
3.37294e+01 1.39246e-01
3.37706e+01 1.38864e-01
3.38118e+01 1.38483e-01
3.38531e+01 1.38103e-01
3.38945e+01 1.37724e-01
3.39359e+01 1.37346e-01
3.39773e+01 1.36970e-01
3.40188e+01 1.36594e-01
3.40604e+01 1.36219e-01
3.41020e+01 1.35846e-01
3.41436e+01 1.35474e-01
3.41853e+01 1.35102e-01
3.42271e+01 1.34732e-01
3.42689e+01 1.34363e-01
3.43108e+01 1.33995e-01
3.43527e+01 1.33628e-01
3.43946e+01 1.33262e-01
3.44367e+01 1.32897e-01
3.44787e+01 1.32533e-01
3.45208e+01 1.32170e-01
3.45630e+01 1.31808e-01
3.46052e+01 1.31447e-01
3.46475e+01 1.31087e-01
3.46898e+01 1.30728e-01
3.47322e+01 1.30370e-01
3.47746e+01 1.30014e-01
3.48171e+01 1.29658e-01
3.48596e+01 1.29303e-01
3.49022e+01 1.28949e-01
3.49448e+01 1.28597e-01
3.49875e+01 1.28245e-01
3.50302e+01 1.27894e-01
3.50730e+01 1.27544e-01
3.51159e+01 1.27196e-01
3.51588e+01 1.26848e-01
3.52017e+01 1.26501e-01
3.52447e+01 1.26155e-01
3.52878e+01 1.25810e-01
3.53309e+01 1.25467e-01
3.53740e+01 1.25124e-01
3.54172e+01 1.24782e-01
3.54605e+01 1.24441e-01
3.55038e+01 1.24101e-01
3.55472e+01 1.23762e-01
3.55906e+01 1.23424e-01
3.56341e+01 1.23087e-01
3.56776e+01 1.22751e-01
3.57212e+01 1.22416e-01
3.57648e+01 1.22082e-01
3.58085e+01 1.21748e-01
3.58522e+01 1.21416e-01
3.58960e+01 1.21085e-01
3.59399e+01 1.20754e-01
3.59838e+01 1.20425e-01
3.60277e+01 1.20096e-01
3.60717e+01 1.19769e-01
3.61158e+01 1.19442e-01
3.61599e+01 1.19116e-01
3.62041e+01 1.18791e-01
3.62483e+01 1.18468e-01
3.62926e+01 1.18145e-01
3.63369e+01 1.17823e-01
3.63813e+01 1.17501e-01
3.64257e+01 1.17181e-01
3.64702e+01 1.16862e-01
3.65148e+01 1.16543e-01
3.65594e+01 1.16226e-01
3.66040e+01 1.15909e-01
3.66487e+01 1.15593e-01
3.66935e+01 1.15279e-01
3.67383e+01 1.14965e-01
3.67832e+01 1.14652e-01
3.68281e+01 1.14339e-01
3.68731e+01 1.14028e-01
3.69181e+01 1.13718e-01
3.69632e+01 1.13408e-01
3.70084e+01 1.13100e-01
3.70536e+01 1.12792e-01
3.70988e+01 1.12485e-01
3.71442e+01 1.12179e-01
3.71895e+01 1.11874e-01
3.72350e+01 1.11569e-01
3.72804e+01 1.11266e-01
3.73260e+01 1.10963e-01
3.73716e+01 1.10662e-01
3.74172e+01 1.10361e-01
3.74629e+01 1.10061e-01
3.75087e+01 1.09762e-01
3.75545e+01 1.09463e-01
3.76004e+01 1.09166e-01
3.76463e+01 1.08869e-01
3.76923e+01 1.08573e-01
3.77383e+01 1.08278e-01
3.77844e+01 1.07984e-01
3.78306e+01 1.07691e-01
3.78768e+01 1.07398e-01
3.79230e+01 1.07107e-01
3.79694e+01 1.06816e-01
3.80157e+01 1.06526e-01
3.80622e+01 1.06237e-01
3.81087e+01 1.05948e-01
3.81552e+01 1.05661e-01
3.82018e+01 1.05374e-01
3.82485e+01 1.05088e-01
3.82952e+01 1.04803e-01
3.83420e+01 1.04519e-01
3.83888e+01 1.04235e-01
3.84357e+01 1.03952e-01
3.84827e+01 1.03670e-01
3.85297e+01 1.03389e-01
3.85767e+01 1.03109e-01
3.86239e+01 1.02829e-01
3.86710e+01 1.02551e-01
3.87183e+01 1.02273e-01
3.87656e+01 1.01996e-01
3.88129e+01 1.01719e-01
3.88603e+01 1.01444e-01
3.89078e+01 1.01169e-01
3.89553e+01 1.00895e-01
3.90029e+01 1.00621e-01
3.90505e+01 1.00349e-01
3.90982e+01 1.00077e-01
3.91460e+01 9.98060e-02
3.91938e+01 9.95357e-02
3.92417e+01 9.92663e-02
3.92896e+01 9.89976e-02
3.93376e+01 9.87296e-02
3.93857e+01 9.84624e-02
3.94338e+01 9.81959e-02
3.94819e+01 9.79302e-02
3.95302e+01 9.76653e-02
3.95784e+01 9.74011e-02
3.96268e+01 9.71376e-02
3.96752e+01 9.68749e-02
3.97237e+01 9.66129e-02
3.97722e+01 9.63517e-02
3.98208e+01 9.60912e-02
3.98694e+01 9.58314e-02
3.99181e+01 9.55723e-02
3.99669e+01 9.53140e-02
4.00157e+01 9.50564e-02
4.00645e+01 9.47996e-02
4.01135e+01 9.45434e-02
4.01625e+01 9.42880e-02
4.02115e+01 9.40333e-02
4.02607e+01 9.37793e-02
4.03098e+01 9.35260e-02
4.03591e+01 9.32734e-02
4.04084e+01 9.30216e-02
4.04577e+01 9.27704e-02
4.05071e+01 9.25200e-02
4.05566e+01 9.22703e-02
4.06062e+01 9.20212e-02
4.06558e+01 9.17729e-02
4.07054e+01 9.15253e-02
4.07551e+01 9.12783e-02
4.08049e+01 9.10321e-02
4.08548e+01 9.07865e-02
4.09047e+01 9.05416e-02
4.09546e+01 9.02975e-02
4.10047e+01 9.00540e-02
4.10547e+01 8.98111e-02
4.11049e+01 8.95690e-02
4.11551e+01 8.93276e-02
4.12054e+01 8.90868e-02
4.12557e+01 8.88467e-02
4.13061e+01 8.86073e-02
4.13566e+01 8.83685e-02
4.14071e+01 8.81304e-02
4.14576e+01 8.78930e-02
4.15083e+01 8.76562e-02
4.15590e+01 8.74202e-02
4.16097e+01 8.71847e-02
4.16606e+01 8.69500e-02
4.17115e+01 8.67159e-02
4.17624e+01 8.64824e-02
4.18134e+01 8.62496e-02
4.18645e+01 8.60175e-02
4.19156e+01 8.57860e-02
4.19668e+01 8.55551e-02
4.20181e+01 8.53249e-02
4.20694e+01 8.50954e-02
4.21208e+01 8.48664e-02
4.21723e+01 8.46382e-02
4.22238e+01 8.44105e-02
4.22753e+01 8.41836e-02
4.23270e+01 8.39572e-02
4.23787e+01 8.37315e-02
4.24304e+01 8.35064e-02
4.24823e+01 8.32819e-02
4.25342e+01 8.30581e-02
4.25861e+01 8.28349e-02
4.26381e+01 8.26123e-02
4.26902e+01 8.23903e-02
4.27424e+01 8.21690e-02
4.27946e+01 8.19482e-02
4.28468e+01 8.17281e-02
4.28992e+01 8.15087e-02
4.29516e+01 8.12898e-02
4.30040e+01 8.10715e-02
4.30566e+01 8.08539e-02
4.31092e+01 8.06368e-02
4.31618e+01 8.04204e-02
4.32145e+01 8.02045e-02
4.32673e+01 7.99893e-02
4.33202e+01 7.97747e-02
4.33731e+01 7.95606e-02
4.34261e+01 7.93472e-02
4.34791e+01 7.91344e-02
4.35322e+01 7.89221e-02
4.35854e+01 7.87105e-02
4.36386e+01 7.84994e-02
4.36919e+01 7.82890e-02
4.37453e+01 7.80791e-02
4.37987e+01 7.78698e-02
4.38522e+01 7.76611e-02
4.39058e+01 7.74529e-02
4.39594e+01 7.72454e-02
4.40131e+01 7.70384e-02
4.40669e+01 7.68320e-02
4.41207e+01 7.66262e-02
4.41746e+01 7.64210e-02
4.42286e+01 7.62163e-02
4.42826e+01 7.60122e-02
4.43367e+01 7.58087e-02
4.43908e+01 7.56057e-02
4.44451e+01 7.54033e-02
4.44994e+01 7.52015e-02
4.45537e+01 7.50002e-02
4.46081e+01 7.47995e-02
4.46626e+01 7.45994e-02
4.47172e+01 7.43998e-02
4.47718e+01 7.42007e-02
4.48265e+01 7.40023e-02
4.48812e+01 7.38043e-02
4.49361e+01 7.36070e-02
4.49909e+01 7.34101e-02
4.50459e+01 7.32138e-02
4.51009e+01 7.30181e-02
4.51560e+01 7.28229e-02
4.52112e+01 7.26283e-02
4.52664e+01 7.24342e-02
4.53217e+01 7.22406e-02
4.53770e+01 7.20476e-02
4.54325e+01 7.18551e-02
4.54880e+01 7.16632e-02
4.55435e+01 7.14718e-02
4.55992e+01 7.12809e-02
4.56549e+01 7.10905e-02
4.57106e+01 7.09007e-02
4.57665e+01 7.07114e-02
4.58224e+01 7.05226e-02
4.58783e+01 7.03344e-02
4.59344e+01 7.01467e-02
4.59905e+01 6.99595e-02
4.60467e+01 6.97728e-02
4.61029e+01 6.95866e-02
4.61592e+01 6.94010e-02
4.62156e+01 6.92159e-02
4.62720e+01 6.90313e-02
4.63286e+01 6.88472e-02
4.63852e+01 6.86636e-02
4.64418e+01 6.84805e-02
4.64985e+01 6.82979e-02
4.65553e+01 6.81159e-02
4.66122e+01 6.79343e-02
4.66691e+01 6.77533e-02
4.67261e+01 6.75727e-02
4.67832e+01 6.73927e-02
4.68404e+01 6.72131e-02
4.68976e+01 6.70341e-02
4.69549e+01 6.68555e-02
4.70122e+01 6.66774e-02
4.70696e+01 6.64999e-02
4.71271e+01 6.63228e-02
4.71847e+01 6.61462e-02
4.72423e+01 6.59701e-02
4.73000e+01 6.57945e-02
4.73578e+01 6.56194e-02
4.74157e+01 6.54448e-02
4.74736e+01 6.52707e-02
4.75316e+01 6.50970e-02
4.75896e+01 6.49238e-02
4.76478e+01 6.47511e-02
4.77060e+01 6.45789e-02
4.77642e+01 6.44071e-02
4.78226e+01 6.42359e-02
4.78810e+01 6.40651e-02
4.79395e+01 6.38948e-02
4.79980e+01 6.37249e-02
4.80567e+01 6.35555e-02
4.81154e+01 6.33866e-02
4.81741e+01 6.32182e-02
4.82330e+01 6.30502e-02
4.82919e+01 6.28827e-02
4.83509e+01 6.27156e-02
4.84099e+01 6.25491e-02
4.84691e+01 6.23829e-02
4.85283e+01 6.22173e-02
4.85875e+01 6.20521e-02
4.86469e+01 6.18873e-02
4.87063e+01 6.17230e-02
4.87658e+01 6.15592e-02
4.88254e+01 6.13958e-02
4.88850e+01 6.12329e-02
4.89447e+01 6.10704e-02
4.90045e+01 6.09084e-02
4.90644e+01 6.07468e-02
4.91243e+01 6.05856e-02
4.91843e+01 6.04249e-02
4.92444e+01 6.02647e-02
4.93045e+01 6.01049e-02
4.93647e+01 5.99455e-02
4.94250e+01 5.97866e-02
4.94854e+01 5.96281e-02
4.95459e+01 5.94701e-02
4.96064e+01 5.93125e-02
4.96670e+01 5.91553e-02
4.97276e+01 5.89985e-02
4.97884e+01 5.88422e-02
4.98492e+01 5.86864e-02
4.99101e+01 5.85309e-02
4.99711e+01 5.83759e-02
5.00321e+01 5.82213e-02
5.00932e+01 5.80672e-02
5.01544e+01 5.79134e-02
5.02157e+01 5.77601e-02
5.02770e+01 5.76072e-02
5.03384e+01 5.74547e-02
5.03999e+01 5.73027e-02
5.04615e+01 5.71511e-02
5.05231e+01 5.69999e-02
5.05848e+01 5.68491e-02
5.06466e+01 5.66987e-02
5.07085e+01 5.65487e-02
5.07704e+01 5.63992e-02
5.08324e+01 5.62500e-02
5.08945e+01 5.61013e-02
5.09567e+01 5.59530e-02
5.10189e+01 5.58051e-02
5.10812e+01 5.56576e-02
5.11436e+01 5.55105e-02
5.12061e+01 5.53638e-02
5.12686e+01 5.52175e-02
5.13313e+01 5.50717e-02
5.13940e+01 5.49262e-02
5.14567e+01 5.47811e-02
5.15196e+01 5.46364e-02
5.15825e+01 5.44921e-02
5.16455e+01 5.43483e-02
5.17086e+01 5.42048e-02
5.17718e+01 5.40617e-02
5.18350e+01 5.39190e-02
5.18983e+01 5.37767e-02
5.19617e+01 5.36348e-02
5.20252e+01 5.34932e-02
5.20887e+01 5.33521e-02
5.21524e+01 5.32114e-02
5.22161e+01 5.30710e-02
5.22798e+01 5.29310e-02
5.23437e+01 5.27914e-02
5.24076e+01 5.26522e-02
5.24717e+01 5.25134e-02
5.25357e+01 5.23750e-02
5.25999e+01 5.22369e-02
5.26642e+01 5.20992e-02
5.27285e+01 5.19619e-02
5.27929e+01 5.18250e-02
5.28574e+01 5.16885e-02
5.29219e+01 5.15523e-02
5.29866e+01 5.14165e-02
5.30513e+01 5.12811e-02
5.31161e+01 5.11460e-02
5.31810e+01 5.10113e-02
5.32460e+01 5.08770e-02
5.33110e+01 5.07431e-02
5.33761e+01 5.06095e-02
5.34413e+01 5.04763e-02
5.35066e+01 5.03434e-02
5.35719e+01 5.02110e-02
5.36374e+01 5.00789e-02
5.37029e+01 4.99471e-02
5.37685e+01 4.98157e-02
5.38342e+01 4.96847e-02
5.38999e+01 4.95540e-02
5.39658e+01 4.94237e-02
5.40317e+01 4.92937e-02
5.40977e+01 4.91641e-02
5.41638e+01 4.90349e-02
5.42299e+01 4.89060e-02
5.42962e+01 4.87775e-02
5.43625e+01 4.86493e-02
5.44289e+01 4.85214e-02
5.44954e+01 4.83940e-02
5.45619e+01 4.82668e-02
5.46286e+01 4.81400e-02
5.46953e+01 4.80136e-02
5.47621e+01 4.78875e-02
5.48290e+01 4.77618e-02
5.48960e+01 4.76364e-02
5.49630e+01 4.75113e-02
5.50302e+01 4.73866e-02
5.50974e+01 4.72622e-02
5.51647e+01 4.71382e-02
5.52321e+01 4.70145e-02
5.52995e+01 4.68911e-02
5.53671e+01 4.67681e-02
5.54347e+01 4.66454e-02
5.55024e+01 4.65231e-02
5.55702e+01 4.64011e-02
5.56381e+01 4.62794e-02
5.57061e+01 4.61581e-02
5.57741e+01 4.60370e-02
5.58422e+01 4.59164e-02
5.59104e+01 4.57960e-02
5.59787e+01 4.56760e-02
5.60471e+01 4.55563e-02
5.61156e+01 4.54369e-02
5.61841e+01 4.53179e-02
5.62527e+01 4.51992e-02
5.63214e+01 4.50808e-02
5.63902e+01 4.49627e-02
5.64591e+01 4.48450e-02
5.65281e+01 4.47275e-02
5.65971e+01 4.46104e-02
5.66663e+01 4.44937e-02
5.67355e+01 4.43772e-02
5.68048e+01 4.42610e-02
5.68742e+01 4.41452e-02
5.69436e+01 4.40297e-02
5.70132e+01 4.39145e-02
5.70828e+01 4.37996e-02
5.71526e+01 4.36851e-02
5.72224e+01 4.35708e-02
5.72923e+01 4.34568e-02
5.73622e+01 4.33432e-02
5.74323e+01 4.32299e-02
5.75025e+01 4.31169e-02
5.75727e+01 4.30042e-02
5.76430e+01 4.28918e-02
5.77134e+01 4.27797e-02
5.77839e+01 4.26679e-02
5.78545e+01 4.25564e-02
5.79252e+01 4.24452e-02
5.79959e+01 4.23344e-02
5.80668e+01 4.22238e-02
5.81377e+01 4.21135e-02
5.82087e+01 4.20035e-02
5.82798e+01 4.18939e-02
5.83510e+01 4.17845e-02
5.84223e+01 4.16754e-02
5.84936e+01 4.15666e-02
5.85651e+01 4.14582e-02
5.86366e+01 4.13500e-02
5.87082e+01 4.12421e-02
5.87800e+01 4.11345e-02
5.88518e+01 4.10272e-02
5.89236e+01 4.09202e-02
5.89956e+01 4.08135e-02
5.90677e+01 4.07070e-02
5.91398e+01 4.06009e-02
5.92121e+01 4.04950e-02
5.92844e+01 4.03895e-02
5.93568e+01 4.02842e-02
5.94293e+01 4.01792e-02
5.95019e+01 4.00745e-02
5.95746e+01 3.99701e-02
5.96473e+01 3.98659e-02
5.97202e+01 3.97621e-02
5.97931e+01 3.96585e-02
5.98662e+01 3.95552e-02
5.99393e+01 3.94522e-02
6.00125e+01 3.93495e-02
6.00858e+01 3.92470e-02
6.01592e+01 3.91449e-02
6.02327e+01 3.90430e-02
6.03063e+01 3.89414e-02
6.03799e+01 3.88400e-02
6.04537e+01 3.87390e-02
6.05275e+01 3.86382e-02
6.06015e+01 3.85376e-02
6.06755e+01 3.84374e-02
6.07496e+01 3.83374e-02
6.08238e+01 3.82377e-02
6.08981e+01 3.81383e-02
6.09725e+01 3.80391e-02
6.10470e+01 3.79402e-02
6.11215e+01 3.78416e-02
6.11962e+01 3.77433e-02
6.12709e+01 3.76452e-02
6.13458e+01 3.75474e-02
6.14207e+01 3.74498e-02
6.14957e+01 3.73525e-02
6.15709e+01 3.72555e-02
6.16461e+01 3.71587e-02
6.17214e+01 3.70622e-02
6.17968e+01 3.69660e-02
6.18722e+01 3.68700e-02
6.19478e+01 3.67743e-02
6.20235e+01 3.66788e-02
6.20992e+01 3.65836e-02
6.21751e+01 3.64887e-02
6.22510e+01 3.63940e-02
6.23271e+01 3.62996e-02
6.24032e+01 3.62054e-02
6.24794e+01 3.61115e-02
6.25557e+01 3.60178e-02
6.26322e+01 3.59244e-02
6.27087e+01 3.58312e-02
6.27853e+01 3.57383e-02
6.28619e+01 3.56457e-02
6.29387e+01 3.55533e-02
6.30156e+01 3.54611e-02
6.30926e+01 3.53692e-02
6.31696e+01 3.52776e-02
6.32468e+01 3.51861e-02
6.33241e+01 3.50950e-02
6.34014e+01 3.50041e-02
6.34789e+01 3.49134e-02
6.35564e+01 3.48230e-02
6.36340e+01 3.47328e-02
6.37118e+01 3.46429e-02
6.37896e+01 3.45532e-02
6.38675e+01 3.44637e-02
6.39455e+01 3.43745e-02
6.40236e+01 3.42856e-02
6.41018e+01 3.41968e-02
6.41801e+01 3.41084e-02
6.42585e+01 3.40201e-02
6.43370e+01 3.39321e-02
6.44156e+01 3.38443e-02
6.44943e+01 3.37568e-02
6.45730e+01 3.36695e-02
6.46519e+01 3.35824e-02
6.47309e+01 3.34956e-02
6.48100e+01 3.34090e-02
6.48891e+01 3.33227e-02
6.49684e+01 3.32365e-02
6.50477e+01 3.31507e-02
6.51272e+01 3.30650e-02
6.52067e+01 3.29796e-02
6.52864e+01 3.28944e-02
6.53661e+01 3.28094e-02
6.54460e+01 3.27247e-02
6.55259e+01 3.26401e-02
6.56060e+01 3.25559e-02
6.56861e+01 3.24718e-02
6.57663e+01 3.23880e-02
6.58467e+01 3.23044e-02
6.59271e+01 3.22210e-02
6.60076e+01 3.21379e-02
6.60882e+01 3.20549e-02
6.61690e+01 3.19722e-02
6.62498e+01 3.18897e-02
6.63307e+01 3.18075e-02
6.64117e+01 3.17254e-02
6.64929e+01 3.16436e-02
6.65741e+01 3.15620e-02
6.66554e+01 3.14807e-02
6.67368e+01 3.13995e-02
6.68183e+01 3.13186e-02
6.68999e+01 3.12378e-02
6.69817e+01 3.11573e-02
6.70635e+01 3.10770e-02
6.71454e+01 3.09970e-02
6.72274e+01 3.09171e-02
6.73095e+01 3.08375e-02
6.73917e+01 3.07581e-02
6.74741e+01 3.06788e-02
6.75565e+01 3.05998e-02
6.76390e+01 3.05211e-02
6.77216e+01 3.04425e-02
6.78043e+01 3.03641e-02
6.78872e+01 3.02860e-02
6.79701e+01 3.02080e-02
6.80531e+01 3.01303e-02
6.81362e+01 3.00528e-02
6.82195e+01 2.99754e-02
6.83028e+01 2.98983e-02
6.83862e+01 2.98214e-02
6.84698e+01 2.97447e-02
6.85534e+01 2.96683e-02
6.86371e+01 2.95920e-02
6.87210e+01 2.95159e-02
6.88049e+01 2.94400e-02
6.88889e+01 2.93644e-02
6.89731e+01 2.92889e-02
6.90573e+01 2.92136e-02
6.91417e+01 2.91386e-02
6.92261e+01 2.90637e-02
6.93107e+01 2.89891e-02
6.93954e+01 2.89146e-02
6.94801e+01 2.88403e-02
6.95650e+01 2.87663e-02
6.96500e+01 2.86924e-02
6.97350e+01 2.86188e-02
6.98202e+01 2.85453e-02
6.99055e+01 2.84720e-02
6.99909e+01 2.83989e-02
7.00764e+01 2.83261e-02
7.01620e+01 2.82534e-02
7.02477e+01 2.81809e-02
7.03335e+01 2.81086e-02
7.04194e+01 2.80365e-02
7.05054e+01 2.79646e-02
7.05915e+01 2.78929e-02
7.06778e+01 2.78214e-02
7.07641e+01 2.77501e-02
7.08505e+01 2.76789e-02
7.09371e+01 2.76080e-02
7.10237e+01 2.75372e-02
7.11105e+01 2.74667e-02
7.11973e+01 2.73963e-02
7.12843e+01 2.73261e-02
7.13714e+01 2.72561e-02
7.14586e+01 2.71863e-02
7.15458e+01 2.71167e-02
7.16332e+01 2.70472e-02
7.17207e+01 2.69780e-02
7.18083e+01 2.69089e-02
7.18960e+01 2.68400e-02
7.19839e+01 2.67713e-02
7.20718e+01 2.67028e-02
7.21598e+01 2.66345e-02
7.22480e+01 2.65663e-02
7.23362e+01 2.64984e-02
7.24246e+01 2.64306e-02
7.25130e+01 2.63630e-02
7.26016e+01 2.62955e-02
7.26903e+01 2.62283e-02
7.27791e+01 2.61612e-02
7.28680e+01 2.60944e-02
7.29570e+01 2.60276e-02
7.30461e+01 2.59611e-02
7.31353e+01 2.58948e-02
7.32247e+01 2.58286e-02
7.33141e+01 2.57626e-02
7.34036e+01 2.56968e-02
7.34933e+01 2.56311e-02
7.35831e+01 2.55657e-02
7.36730e+01 2.55004e-02
7.37629e+01 2.54353e-02
7.38530e+01 2.53703e-02
7.39433e+01 2.53055e-02
7.40336e+01 2.52409e-02
7.41240e+01 2.51765e-02
7.42145e+01 2.51123e-02
7.43052e+01 2.50482e-02
7.43960e+01 2.49843e-02
7.44868e+01 2.49205e-02
7.45778e+01 2.48570e-02
7.46689e+01 2.47936e-02
7.47601e+01 2.47303e-02
7.48514e+01 2.46673e-02
7.49429e+01 2.46044e-02
7.50344e+01 2.45416e-02
7.51261e+01 2.44791e-02
7.52178e+01 2.44167e-02
7.53097e+01 2.43545e-02
7.54017e+01 2.42924e-02
7.54938e+01 2.42305e-02
7.55860e+01 2.41688e-02
7.56783e+01 2.41072e-02
7.57708e+01 2.40458e-02
7.58633e+01 2.39846e-02
7.59560e+01 2.39235e-02
7.60488e+01 2.38626e-02
7.61417e+01 2.38018e-02
7.62347e+01 2.37412e-02
7.63278e+01 2.36808e-02
7.64210e+01 2.36205e-02
7.65144e+01 2.35604e-02
7.66078e+01 2.35005e-02
7.67014e+01 2.34407e-02
7.67951e+01 2.33811e-02
7.68889e+01 2.33216e-02
7.69828e+01 2.32623e-02
7.70768e+01 2.32031e-02
7.71710e+01 2.31441e-02
7.72652e+01 2.30853e-02
7.73596e+01 2.30266e-02
7.74541e+01 2.29681e-02
7.75487e+01 2.29097e-02
7.76434e+01 2.28515e-02
7.77383e+01 2.27934e-02
7.78332e+01 2.27355e-02
